Year,Count,Tract,Neighborhood,Month,Longitude,Latitude,CITY
2014,11.06744267,"Census Tract 1274, Los Angeles County, California",Van Nuys,January,34.211219,-118.4794785,Van Nuys
2014,11.02844644,"Census Tract 1275.20, Los Angeles County, California",Van Nuys,January,34.2182555,-118.469623,Van Nuys
2014,11.19713354,"Census Tract 1276.03, Los Angeles County, California",Van Nuys,January,34.19575,-118.479983,Van Nuys
2014,11.16640642,"Census Tract 1276.04, Los Angeles County, California",Van Nuys,January,34.199296,-118.479612,Van Nuys
2014,11.22324819,"Census Tract 1276.05, Los Angeles County, California",Van Nuys,January,34.1902705,-118.485831,Van Nuys
2014,11.25239122,"Census Tract 1276.06, Los Angeles County, California",Van Nuys,January,34.190276,-118.4777465,Van Nuys
2014,11.30050618,"Census Tract 1277.11, Los Angeles County, California",Van Nuys,January,34.1871595,-118.4701935,Van Nuys
2014,11.21722764,"Census Tract 1277.12, Los Angeles County, California",Van Nuys,January,34.197487,-118.4701995,Van Nuys
2014,11.27395835,"Census Tract 1278.03, Los Angeles County, California",Van Nuys,January,34.197557,-118.4530895,Van Nuys
2014,11.24491606,"Census Tract 1278.04, Los Angeles County, California",Van Nuys,January,34.197493,-118.461823,Van Nuys
2014,11.30550755,"Census Tract 1278.05, Los Angeles County, California",Van Nuys,January,34.192108,-118.457452,Van Nuys
2014,11.33856601,"Census Tract 1278.06, Los Angeles County, California",Van Nuys,January,34.1886615,-118.457449,Van Nuys
2014,11.30189813,"Census Tract 1279.10, Los Angeles County, California",Van Nuys,January,34.197562,-118.444372,Van Nuys
2014,11.32955379,"Census Tract 1279.20, Los Angeles County, California",Van Nuys,January,34.197565,-118.435622,Van Nuys
2014,11.39405693,"Census Tract 1281.01, Los Angeles County, California",Valley Glen,January,34.1902995,-118.4356175,Van Nuys
2014,11.36621139,"Census Tract 1281.02, Los Angeles County, California",Van Nuys,January,34.190296,-118.444351,Van Nuys
2014,11.42436543,"Census Tract 1282.10, Los Angeles County, California",Van Nuys,January,34.183584,-118.4443465,Van Nuys
2014,11.45280953,"Census Tract 1282.20, Los Angeles County, California",Valley Glen,January,34.1832715,-118.4356135,Van Nuys
2014,11.36777911,"Census Tract 1283.02, Los Angeles County, California",Van Nuys,January,34.18353,-118.4596295,Van Nuys
2014,11.40215066,"Census Tract 1283.03, Los Angeles County, California",Van Nuys,January,34.18356,-118.4530775,Van Nuys
2014,11.43521703,"Census Tract 1284, Los Angeles County, California",Van Nuys,January,34.178852,-118.461253,Van Nuys
2014,11.53572761,"Census Tract 1285, Los Angeles County, California",Sherman Oaks,January,34.1703025,-118.4443375,Van Nuys
2014,11.47857209,"Census Tract 1286.01, Los Angeles County, California",Valley Glen,January,34.1781255,-118.439977,Van Nuys
2014,11.55663981,"Census Tract 1286.02, Los Angeles County, California",Sherman Oaks,January,34.1712145,-118.4356065,Van Nuys
2014,11.63161988,"Census Tract 1287.02, Los Angeles County, California",Sherman Oaks,January,34.1600075,-118.439966,Sherman Oaks
2014,11.48144467,"Census Tract 1288.01, Los Angeles County, California",Sherman Oaks,January,34.1684665,-118.46564,Sherman Oaks
2014,11.51391738,"Census Tract 1288.02, Los Angeles County, California",Sherman Oaks,January,34.1684825,-118.455251,Sherman Oaks
2014,11.55829289,"Census Tract 1289.10, Los Angeles County, California",Sherman Oaks,January,34.160867,-118.4590905,Sherman Oaks
2014,11.18691151,"Census Tract 1321.01, Los Angeles County, California",Lake Balboa,January,34.1902625,-118.495655,Van Nuys
2014,10.70275647,"Census Tract 1340.01, Los Angeles County, California",Canoga Park,January,34.2017765,-118.5906475,Canoga Park
2014,10.72524202,"Census Tract 1340.02, Los Angeles County, California",Winnetka,January,34.2017175,-118.584817,Canoga Park
2014,10.62861832,"Census Tract 1341.03, Los Angeles County, California",Winnetka,January,34.214258,-118.5790175,Canoga Park
2014,10.68365028,"Census Tract 1341.04, Los Angeles County, California",Winnetka,January,34.211953,-118.575385,Canoga Park
2014,10.60332355,"Census Tract 1342.01, Los Angeles County, California",Canoga Park,January,34.2141235,-118.59024,Canoga Park
2014,10.4725276,"Census Tract 1343.02, Los Angeles County, California",West Hills,January,34.2138875,-118.6216555,Canoga Park
2014,10.58916702,"Census Tract 1343.03, Los Angeles County, California",West Hills,January,34.2027615,-118.614672,Canoga Park
2014,10.51929127,"Census Tract 1343.04, Los Angeles County, California",Canoga Park,January,34.213963,-118.6102945,Canoga Park
2014,10.52566972,"Census Tract 1343.05, Los Angeles County, California",Canoga Park,January,34.2176665,-118.601714,Canoga Park
2014,10.57253238,"Census Tract 1343.06, Los Angeles County, California",Canoga Park,January,34.2119155,-118.601704,Canoga Park
2014,10.70014239,"Census Tract 1345.20, Los Angeles County, California",Canoga Park,January,34.197392,-118.59933,Canoga Park
2014,10.65983496,"Census Tract 1345.21, Los Angeles County, California",Canoga Park,January,34.2046645,-118.5952795,Canoga Park
2014,10.63123643,"Census Tract 1345.22, Los Angeles County, California",Canoga Park,January,34.2046535,-118.6016945,Canoga Park
2014,10.72875008,"Census Tract 1347.10, Los Angeles County, California",Winnetka,January,34.204629,-118.579151,Canoga Park
2014,10.77234464,"Census Tract 1347.20, Los Angeles County, California",Winnetka,January,34.204646,-118.568813,Canoga Park
2014,10.83051892,"Census Tract 1348, Los Angeles County, California",Winnetka,January,34.195612,-118.5725685,Canoga Park
2014,10.95137376,"Census Tract 1349.01, Los Angeles County, California",Tarzana,January,34.1859945,-118.562223,Canoga Park
2014,10.77672319,"Census Tract 1349.03, Los Angeles County, California",Canoga Park,January,34.191802,-118.5929565,Canoga Park
2014,10.8327349,"Census Tract 1349.04, Los Angeles County, California",Winnetka,January,34.1904695,-118.5796995,Canoga Park
2014,10.87785431,"Census Tract 1349.05, Los Angeles County, California",Woodland Hills,January,34.1829585,-118.584201,Canoga Park
2014,10.6814076,"Census Tract 1351.02, Los Angeles County, California",West Hills,January,34.188713,-118.6189975,Woodland Hills
2014,10.69128605,"Census Tract 1351.11, Los Angeles County, California",Canoga Park,January,34.192351,-118.6102355,Canoga Park
2014,10.79862279,"Census Tract 1351.13, Los Angeles County, California",Woodland Hills,January,34.181024,-118.6059875,Woodland Hills
2014,10.75925418,"Census Tract 1351.14, Los Angeles County, California",Canoga Park,January,34.1882935,-118.605996,Canoga Park
2014,10.86942452,"Census Tract 1371.03, Los Angeles County, California",Woodland Hills,January,34.1742965,-118.6015635,Woodland Hills
2014,10.949434199999999,"Census Tract 1371.04, Los Angeles County, California",Woodland Hills,January,34.1740855,-118.5841795,Woodland Hills
2014,10.81551481,"Census Tract 1372.01, Los Angeles County, California",Woodland Hills,January,34.1718335,-118.614082,Woodland Hills
2014,10.70301292,"Census Tract 1373.01, Los Angeles County, California",Woodland Hills,January,34.1767335,-118.6309385,Calabasas
2014,10.93858722,"Census Tract 1374.01, Los Angeles County, California",Woodland Hills,January,34.1582135,-118.612342,Woodland Hills
2014,10.897659599999999,"Census Tract 1374.02, Los Angeles County, California",Woodland Hills,January,34.156668,-118.626367,Calabasas
2014,11.05324002,"Census Tract 1375.01, Los Angeles County, California",Woodland Hills,January,34.165383,-118.5752795,Woodland Hills
2014,10.96866387,"Census Tract 1375.02, Los Angeles County, California",Woodland Hills,January,34.163679,-118.596991,Woodland Hills
2014,11.19869579,"Census Tract 1375.04, Los Angeles County, California",Woodland Hills,January,34.14705,-118.571596,Woodland Hills
2014,11.10541748,"Census Tract 1380, Los Angeles County, California",Woodland Hills,January,34.1469275,-118.5914025,Woodland Hills
2014,11.03364681,"Census Tract 1393.01, Los Angeles County, California",Tarzana,January,34.1796355,-118.556094,Canoga Park
2014,11.1423925,"Census Tract 1394.02, Los Angeles County, California",Tarzana,January,34.1677675,-118.548778,Woodland Hills
2014,11.3451756,"Census Tract 1396, Los Angeles County, California",Encino,January,34.1632385,-118.509831,Sherman Oaks
2014,11.45389751,"Census Tract 1397.01, Los Angeles County, California",Encino,January,34.157356,-118.4967075,Sherman Oaks
2014,11.53476471,"Census Tract 1397.02, Los Angeles County, California",Encino,January,34.1430395,-118.504833,Sherman Oaks
2014,11.40049914,"Census Tract 1397.03, Los Angeles County, California",Tarzana,January,34.144623,-118.5319345,Woodland Hills
2014,11.28293181,"Census Tract 1398.01, Los Angeles County, California",Tarzana,January,34.153124,-118.5451245,Woodland Hills
2014,11.30650412,"Census Tract 1398.02, Los Angeles County, California",Tarzana,January,34.1453435,-118.5545195,Woodland Hills
2014,11.74120751,"Census Tract 1411.01, Los Angeles County, California",Sherman Oaks,January,34.1515515,-118.4268665,Sherman Oaks
2014,11.741867,"Census Tract 1411.02, Los Angeles County, California",Sherman Oaks,January,34.149623,-118.4308415,Sherman Oaks
2014,11.68136315,"Census Tract 1412.01, Los Angeles County, California",Sherman Oaks,January,34.1528925,-118.442632,Sherman Oaks
2014,11.72352504,"Census Tract 1412.02, Los Angeles County, California",Sherman Oaks,January,34.1470205,-118.4426355,Sherman Oaks
2014,11.60418509,"Census Tract 1413.02, Los Angeles County, California",Sherman Oaks,January,34.152885,-118.4630195,Sherman Oaks
2014,11.62107143,"Census Tract 1413.03, Los Angeles County, California",Sherman Oaks,January,34.1550215,-118.4552015,Sherman Oaks
2014,11.66019244,"Census Tract 1413.04, Los Angeles County, California",Sherman Oaks,January,34.151617,-118.454058,Sherman Oaks
2014,11.52716927,"Census Tract 1414, Los Angeles County, California",Encino,January,34.1568045,-118.475833,Sherman Oaks
2014,11.64455626,"Census Tract 1415, Los Angeles County, California",Encino,January,34.138146,-118.4788925,Sherman Oaks
2014,11.71992505,"Census Tract 1416, Los Angeles County, California",Sherman Oaks,January,34.1376705,-118.459396,Sherman Oaks
2014,11.80622696,"Census Tract 1417, Los Angeles County, California",Sherman Oaks,January,34.1379545,-118.4378355,Sherman Oaks
2014,11.87337926,"Census Tract 1439.02, Los Angeles County, California",Sherman Oaks,January,34.1378715,-118.418298,Sherman Oaks
2014,12.24115902,"Census Tract 1810, Los Angeles County, California",Eagle Rock,January,34.1439045,-118.204552,Glendale
2014,12.27038524,"Census Tract 1813, Los Angeles County, California",Eagle Rock,January,34.1364875,-118.2233065,Glendale
2014,12.28411089,"Census Tract 1814, Los Angeles County, California",Eagle Rock,January,34.1364725,-118.210235,Glendale
2014,12.329066699999998,"Census Tract 1816, Los Angeles County, California",Eagle Rock,January,34.1295685,-118.210156,Glendale
2014,12.37969155,"Census Tract 1834.01, Los Angeles County, California",Highland Park,January,34.121669,-118.209149,Glendale
2014,12.34647049,"Census Tract 1834.02, Los Angeles County, California",Eagle Rock,January,34.125651,-118.216654,Glendale
2014,12.31263686,"Census Tract 1861, Los Angeles County, California",Glassell Park,January,34.1284265,-118.2296325,Glendale
2014,12.37060041,"Census Tract 1862.01, Los Angeles County, California",Eagle Rock,January,34.121613,-118.2186485,Glendale
2014,12.37194667,"Census Tract 1862.02, Los Angeles County, California",Glassell Park,January,34.120163,-118.2240375,Glendale
2014,12.41166505,"Census Tract 1862.03, Los Angeles County, California",Mount Washington,January,34.1149675,-118.215376,Glendale
2014,12.3377963,"Census Tract 1863.01, Los Angeles County, California",Glassell Park,January,34.1220355,-118.2414825,Glendale
2014,12.40906905,"Census Tract 1863.02, Los Angeles County, California",Glassell Park,January,34.1130175,-118.228915,Glendale
2014,12.36066527,"Census Tract 1864.01, Los Angeles County, California",Glassell Park,January,34.118178,-118.2445025,Glendale
2014,12.40093787,"Census Tract 1864.03, Los Angeles County, California",Glassell Park,January,34.111287,-118.2393275,Glendale
2014,12.35470354,"Census Tract 1871.01, Los Angeles County, California",Atwater Village,January,34.1156225,-118.259303,Glendale
2014,12.20255218,"Census Tract 1881, Los Angeles County, California",Atwater Village,January,34.137637,-118.270105,Glendale
2014,12.31576069,"Census Tract 1883, Los Angeles County, California",Atwater Village,January,34.1203105,-118.2636825,Glendale
2014,12.32629831,"Census Tract 2149.01, Los Angeles County, California",Beverly Grove,January,34.0742895,-118.387219,Beverly Hills
2014,12.34963683,"Census Tract 2149.02, Los Angeles County, California",Beverly Grove,January,34.073012,-118.379762,Beverly Hills
2014,12.41434071,"Census Tract 2164.01, Los Angeles County, California",Pico-Robertson,January,34.0563915,-118.3799175,Beverly Hills
2014,12.39645399,"Census Tract 2164.02, Los Angeles County, California",Pico-Robertson,January,34.06116,-118.3804405,Beverly Hills
2014,12.4598393,"Census Tract 2167, Los Angeles County, California",Mid-City,January,34.048208,-118.371729,Culver City
2014,12.43822561,"Census Tract 2168, Los Angeles County, California",Carthay,January,34.055507,-118.369996,Beverly Hills
2014,12.41194812,"Census Tract 2170.01, Los Angeles County, California",Pico-Robertson,January,34.0519395,-118.3873275,Beverly Hills
2014,12.43665183,"Census Tract 2170.02, Los Angeles County, California",Pico-Robertson,January,34.049649,-118.381096,Beverly Hills
